,app_stamp,ID_tracking,x_tracking,y_tracking,z_tracking,xd,yd,type_tracking,status,tick,range_tracking,speed_tracking,sinAzim_tracking,sinElv_tracking,c_range,c_angle,id_new
167,18557779,1.0,11.921875,17.46875,0.328125,0.0390625,0.03125,0.0,2.0,154.0,21.078125,0.0,-0.004331,6.1e-05,21.149192185001418,34.31231279785727,1008.0
168,18656098,1.0,11.9296875,17.46875,0.328125,0.0390625,0.0234375,0.0,2.0,155.0,21.1640625,0.0,-0.004331,6.1e-05,21.153597103333425,34.32979098909776,1008.0
169,18757957,1.0,11.953125,17.453125,0.328125,0.015625,0.0078125,0.0,2.0,156.0,21.1640625,0.0,-0.004331,6.1e-05,21.15393035658504,34.406080762706395,1008.0
170,18856116,1.0,11.9765625,17.4375,0.328125,0.0,0.0,0.0,2.0,157.0,21.1640625,0.0,-0.004331,6.1e-05,21.154301112691154,34.48236799741071,1008.0
171,18958805,1.0,12.0,17.421875,0.328125,0.0,0.0,0.0,2.0,158.0,21.1640625,0.0,-0.004331,6.1e-05,21.154709369679956,34.5586524228687,1008.0
172,19063683,1.0,12.0078125,17.4140625,0.328125,-0.0078125,0.0,0.0,2.0,159.0,21.1640625,0.0,-0.004331,6.1e-05,21.152709845054428,34.58808375722119,1008.0
173,19159372,1.0,12.0234375,17.40625,0.328125,-0.015625,-0.0078125,0.0,2.0,160.0,21.1640625,0.0,-0.004331,6.1e-05,21.155155125380343,34.63493376879804,1008.0
175,19357510,1.0,11.890625,17.4921875,0.3046875,0.0625,0.0390625,0.0,2.0,162.0,21.1640625,0.0,-0.0042699999999999995,6.1e-05,21.150971287999546,34.206601897524244,1008.0
176,19457538,1.0,11.8046875,17.5546875,0.2890625,0.1171875,0.078125,0.0,2.0,163.0,21.078125,0.0,-0.0042699999999999995,6.1e-05,21.154614158507183,33.91894425601343,1008.0
177,19560959,1.0,11.7421875,17.59375,0.2734375,0.1484375,0.1015625,0.0,2.0,164.0,21.078125,0.0,-0.0042699999999999995,6.1e-05,21.152281350900576,33.71941385588287,1008.0
