,Unnamed: 0,app_stamp,ID_tracking,x_tracking,y_tracking,z_tracking,xd,yd,type_tracking,status,tick,range_tracking,speed_tracking,sinAzim_tracking,sinElv_tracking,new_id,sub_ID_count
2052,2287,25853828,7.0,5.765625,33.28125,0.0,0.21875,0.03125,0.0,2.0,13.0,31.65625,0.0,-0.00122,0.0,7.0_113,58
2053,2288,25955467,7.0,5.7421875,33.2890625,0.0,0.21875,0.03125,0.0,3.0,13.0,0.0,0.0,-0.00122,0.0,7.0_113,58
2054,2289,26055454,7.0,5.7265625,33.2890625,0.0,0.21875,0.03125,0.0,3.0,13.0,0.0,0.0,-0.00122,0.0,7.0_113,58
2055,2290,26256842,7.0,5.6796875,33.296875,0.0,0.21875,0.03125,0.0,3.0,11.0,0.0,0.0,-0.00122,0.0,7.0_113,58
2056,2291,26355031,7.0,5.65625,33.3046875,0.0,0.21875,0.03125,0.0,3.0,10.0,0.0,0.0,-0.00122,0.0,7.0_113,58
2057,2292,27361422,7.0,6.109375,35.1953125,0.0,0.0,0.0,0.0,1.0,0.0,35.7265625,0.0,-0.00122,0.0,7.0_113,58
2058,2293,27457360,7.0,7.7421875,36.34375,0.0,0.0,0.0,0.0,1.0,1.0,37.84375,0.0,-0.001525,0.0,7.0_113,58
2059,2294,27560947,7.0,8.2421875,36.5,0.1171875,-0.0078125,0.0,0.0,1.0,2.0,37.84375,0.0,-0.0016469999999999998,0.0,7.0_113,58
2060,2295,27760125,7.0,8.7421875,36.5859375,0.21875,-0.0546875,-0.0078125,0.0,1.0,4.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2061,2296,29059055,7.0,10.5546875,36.7734375,0.0,0.015625,0.0,0.0,1.0,2.0,37.84375,0.0,-0.002074,0.0,7.0_113,58
2062,2297,29159254,7.0,10.21875,36.75,0.0,0.03125,0.0078125,0.0,1.0,3.0,37.84375,0.0,-0.002013,0.0,7.0_113,58
2063,2298,29259863,7.0,9.8359375,36.796875,0.0,0.0859375,0.0234375,0.0,1.0,4.0,37.84375,0.0,-0.001952,0.0,7.0_113,58
2064,2299,29359461,7.0,9.15625,37.390625,0.46875,0.28125,0.0703125,0.0,2.0,5.0,39.9609375,0.0,-0.0017690000000000002,6.1e-05,7.0_113,58
2065,2300,30058496,7.0,9.0859375,37.484375,0.515625,0.28125,0.0625,0.0,4.0,9.0,37.84375,0.0,-0.0017690000000000002,6.1e-05,7.0_113,58
2066,2301,30158505,7.0,9.0078125,37.4296875,0.4375,0.3046875,0.0703125,0.0,4.0,10.0,37.84375,0.0,-0.001708,6.1e-05,7.0_113,58
2067,2302,30358283,7.0,8.890625,37.3828125,0.3671875,0.34375,0.078125,0.0,2.0,12.0,37.84375,0.0,-0.001708,6.1e-05,7.0_113,58
2068,2303,30457932,7.0,8.8828125,37.328125,0.3203125,0.3125,0.0703125,0.0,2.0,13.0,37.84375,0.0,-0.001708,6.1e-05,7.0_113,58
2069,2304,30557514,7.0,8.890625,37.28125,0.2890625,0.2734375,0.0625,0.0,2.0,14.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2070,2305,30656883,7.0,8.8515625,37.2265625,0.234375,0.2734375,0.0625,0.0,2.0,15.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2071,2306,30958300,7.0,8.734375,37.1875,0.203125,0.28125,0.0625,0.0,2.0,18.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2072,2307,31060452,7.0,8.7109375,37.1875,0.2109375,0.28125,0.0625,0.0,2.0,19.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2073,2308,31158981,7.0,8.6875,37.1875,0.2109375,0.2734375,0.0625,0.0,2.0,20.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2074,2309,31259009,7.0,8.65625,37.1953125,0.2109375,0.2734375,0.0625,0.0,3.0,20.0,0.0,0.0,-0.001708,0.0,7.0_113,58
2075,2310,31363078,7.0,8.640625,37.1953125,0.21875,0.265625,0.0625,0.0,4.0,21.0,37.84375,0.0,-0.0016469999999999998,0.0,7.0_113,58
2076,2311,31464296,7.0,8.671875,37.171875,0.21875,0.2265625,0.046875,0.0,4.0,22.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2077,2312,31561974,7.0,8.6796875,37.15625,0.21875,0.1953125,0.046875,0.0,2.0,23.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2078,2313,31659303,7.0,8.6640625,37.15625,0.2265625,0.1953125,0.0390625,0.0,2.0,24.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2079,2314,31757672,7.0,8.65625,37.15625,0.234375,0.1953125,0.0390625,0.0,2.0,25.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2080,2315,31861141,7.0,8.640625,37.15625,0.2421875,0.1875,0.0390625,0.0,2.0,26.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2081,2316,32160119,7.0,8.59375,37.1640625,0.25,0.1796875,0.0390625,0.0,3.0,27.0,0.0,0.0,-0.0016469999999999998,0.0,7.0_113,58
2082,2317,32360537,7.0,8.578125,37.1640625,0.265625,0.1640625,0.0390625,0.0,4.0,29.0,37.84375,0.0,-0.0016469999999999998,0.0,7.0_113,58
2083,2318,32561339,7.0,8.546875,37.171875,0.265625,0.1640625,0.0390625,0.0,3.0,28.0,0.0,0.0,-0.0016469999999999998,0.0,7.0_113,58
2084,2319,32660888,7.0,8.5625,37.1640625,0.2734375,0.1484375,0.03125,0.0,4.0,29.0,37.84375,0.0,-0.0016469999999999998,0.0,7.0_113,58
2085,2320,32763567,7.0,8.546875,37.1640625,0.2734375,0.1484375,0.03125,0.0,3.0,28.0,0.0,0.0,-0.0016469999999999998,0.0,7.0_113,58
2086,2321,32859106,7.0,8.5703125,37.15625,0.2890625,0.125,0.0234375,0.0,4.0,29.0,37.84375,0.0,-0.0016469999999999998,0.0,7.0_113,58
2087,2322,33060950,7.0,8.71875,37.09375,0.2890625,0.0234375,0.0,0.0,4.0,29.0,37.84375,0.0,-0.001708,0.0,7.0_113,58
2088,2325,33362967,7.0,8.7109375,37.09375,0.2890625,0.0234375,0.0,0.0,3.0,26.0,0.0,0.0,-0.001708,0.0,7.0_113,58
2089,2326,33463555,7.0,8.7109375,37.1015625,0.2890625,0.0234375,0.0,0.0,3.0,25.0,0.0,0.0,-0.001708,0.0,7.0_113,58
2090,2329,33760365,7.0,8.703125,37.1015625,0.2890625,0.0234375,0.0,0.0,3.0,22.0,0.0,0.0,-0.001708,0.0,7.0_113,58
2091,2330,34262405,7.0,9.1328125,32.3359375,0.0,0.0,-14.5078125,1.0,1.0,0.0,33.609375,-14.5078125,-0.002013,0.0,7.0_113,58
2092,2331,34359334,7.0,9.3515625,31.5078125,0.0,0.1796875,-20.640625,1.0,1.0,1.0,33.125,-20.03125,-0.002135,0.0,7.0_113,58
2093,2332,34857072,7.0,8.5625,30.9765625,0.5,0.0,-12.0625,1.0,1.0,0.0,32.1484375,-12.0625,-0.002013,0.000122,7.0_113,58
2098,2337,37661812,7.0,10.3359375,31.4609375,0.0,0.0,0.0,0.0,1.0,0.0,33.125,0.0,-0.002318,0.0,7.0_117,21
2099,2338,37762171,7.0,10.421875,31.4140625,0.0,0.0,0.0,0.0,1.0,1.0,33.125,0.0,-0.002379,0.0,7.0_117,21
2100,2339,37863800,7.0,10.2109375,30.0234375,0.0,0.0,0.0,0.0,1.0,2.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2101,2340,37964499,7.0,10.09375,29.4765625,0.0,0.0,0.0,0.0,1.0,3.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2102,2341,38061807,7.0,10.03125,29.1953125,0.0,0.0,0.0,0.0,1.0,4.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2103,2342,38162396,7.0,9.9921875,29.015625,0.0,0.0,0.0,0.0,2.0,5.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2104,2343,38260165,7.0,9.9609375,28.8984375,0.0,0.0,0.0,0.0,2.0,6.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2105,2344,38362614,7.0,9.9296875,28.8125,0.0,0.0,0.0,0.0,2.0,7.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2106,2345,38456493,7.0,9.9140625,28.75,0.0,0.0,0.0,0.0,2.0,8.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2107,2346,38559772,7.0,9.8984375,28.703125,0.0,0.0,0.0,0.0,2.0,9.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2108,2347,38663871,7.0,9.8828125,28.6640625,0.0,0.0,0.0,0.0,2.0,10.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2109,2348,38764480,7.0,9.875,28.6328125,0.0,0.0,0.0,0.0,2.0,11.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2110,2349,38863869,7.0,9.8671875,28.6015625,0.0,0.0,0.0,0.0,2.0,12.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2111,2354,39362964,7.0,9.859375,28.6015625,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,-0.00244,0.0,7.0_117,21
2112,2356,39559609,7.0,9.84375,28.640625,0.0078125,0.015625,0.0078125,0.0,4.0,9.0,30.4375,0.0,-0.00244,0.0,7.0_117,21
2113,2357,39669408,7.0,9.8359375,28.640625,0.0078125,0.015625,0.0078125,0.0,3.0,8.0,0.0,0.0,-0.00244,0.0,7.0_117,21
2114,2360,39957955,7.0,9.828125,28.640625,0.0078125,0.015625,0.0078125,0.0,3.0,5.0,0.0,0.0,-0.00244,0.0,7.0_117,21
2115,2362,40151817,7.0,9.828125,28.6484375,0.0078125,0.015625,0.0078125,0.0,3.0,3.0,0.0,0.0,-0.00244,0.0,7.0_117,21
2116,2363,40254686,7.0,9.8203125,28.5546875,0.0,0.015625,0.0,0.0,4.0,4.0,29.953125,0.0,-0.00244,0.0,7.0_117,21
2117,2365,40458744,7.0,10.21875,29.0625,0.59375,-0.046875,-4.25,1.0,4.0,4.0,34.1015625,-4.1015625,-0.002501,0.000122,7.0_117,21
2118,2366,40549956,7.0,10.2265625,28.640625,0.59375,-0.046875,-4.25,1.0,3.0,3.0,0.0,0.0,-0.002562,0.000122,7.0_117,21
2119,2367,41055574,7.0,0.1953125,64.28125,0.0,0.0,0.0,0.0,1.0,0.0,64.2890625,0.0,0.0,0.0,7.0_118,11
2120,2368,41260272,7.0,2.125,64.25,0.0,-0.0078125,0.0,0.0,1.0,2.0,64.2890625,0.0,-0.000183,0.0,7.0_118,11
2121,2370,41455569,7.0,1.5625,64.2734375,0.0,0.0625,0.0,0.0,1.0,4.0,64.2890625,0.0,-0.000122,0.0,7.0_118,11
2122,2371,41554509,7.0,1.671875,64.734375,0.015625,0.03125,0.0,0.0,2.0,5.0,67.3125,0.0,-0.000122,0.0,7.0_118,11
2123,2372,41657998,7.0,1.671875,64.578125,0.015625,0.03125,0.0,0.0,2.0,6.0,62.09375,0.0,-0.000122,0.0,7.0_118,11
2124,2373,41758397,7.0,1.3515625,64.5234375,0.015625,0.1796875,0.0,0.0,2.0,7.0,64.2109375,0.0,-6.1e-05,0.0,7.0_118,11
2125,2374,41858806,7.0,1.5,64.828125,0.03125,0.0859375,0.0,0.0,2.0,8.0,67.3125,0.0,-6.1e-05,0.0,7.0_118,11
2126,2375,41962185,7.0,1.5546875,64.75,0.03125,0.046875,0.0,0.0,2.0,9.0,61.7265625,0.0,-0.000122,0.0,7.0_118,11
2127,2376,42054579,7.0,1.5625,64.734375,0.0390625,0.03125,0.0,0.0,2.0,10.0,61.7265625,0.0,-0.000122,0.0,7.0_118,11
2128,2378,42258287,7.0,1.5546875,64.734375,0.0390625,0.03125,0.0,0.0,3.0,10.0,0.0,0.0,-0.000122,0.0,7.0_118,11
2129,2380,42461534,7.0,1.765625,64.9921875,0.0625,-0.109375,0.0,0.0,4.0,10.0,67.3125,0.0,-0.000122,0.0,7.0_118,11
2130,2381,43061786,7.0,-6.3828125,51.109375,0.8046875,0.0,0.0,0.0,1.0,1.0,51.3515625,0.0,0.000915,0.000122,7.0_119,21
2131,2382,44059104,7.0,-5.0703125,50.171875,1.34375,-0.4765625,0.046875,0.0,3.0,10.0,0.0,0.0,0.000732,0.000183,7.0_119,21
2132,2383,44255272,7.0,-4.9765625,50.1796875,1.34375,-0.4765625,0.046875,0.0,3.0,9.0,0.0,0.0,0.000732,0.000183,7.0_119,21
2133,2384,44355671,7.0,-4.8203125,49.9609375,1.40625,-0.5390625,0.046875,0.0,4.0,10.0,48.1796875,0.0,0.000732,0.000183,7.0_119,21
2134,2385,44459730,7.0,-4.765625,49.9609375,1.40625,-0.5390625,0.046875,0.0,3.0,9.0,0.0,0.0,0.000732,0.000183,7.0_119,21
2135,2386,44958980,7.0,-0.1953125,63.875,0.0,0.0,0.0,0.0,1.0,0.0,63.8828125,0.0,0.0,0.0,7.0_119,21
2136,2387,45056338,7.0,0.6328125,63.3671875,0.0,0.0,1.0546875,1.0,1.0,1.0,63.234375,1.0859375,0.0,0.0,7.0_119,21
2137,2388,45155937,7.0,0.546875,63.3125,0.0078125,0.0,1.0703125,1.0,1.0,2.0,63.125,1.078125,0.0,0.0,7.0_119,21
2138,2389,45253296,7.0,1.3984375,63.3203125,0.015625,-0.0546875,1.0703125,1.0,1.0,3.0,63.328125,1.078125,-6.1e-05,0.0,7.0_119,21
2139,2390,45361205,7.0,1.5234375,63.3828125,0.0234375,-0.0703125,0.078125,0.0,1.0,4.0,61.7265625,0.0,-0.000122,0.0,7.0_119,21
2140,2391,45459554,7.0,1.65625,63.34375,0.0234375,-0.1171875,0.0078125,0.0,2.0,5.0,61.7265625,0.0,-0.000122,0.0,7.0_119,21
2141,2392,45564396,7.0,1.703125,63.375,0.03125,-0.1484375,0.7421875,0.0,2.0,6.0,63.5234375,0.953125,-0.000122,0.0,7.0_119,21
2142,2393,45655075,7.0,2.0625,63.4765625,0.0390625,-0.375,0.8359375,0.0,2.0,7.0,63.7265625,0.8828125,-0.000183,0.0,7.0_119,21
2143,2394,45759704,7.0,2.046875,63.578125,0.046875,-0.328125,0.859375,0.0,2.0,8.0,63.921875,0.8828125,-0.000183,0.0,7.0_119,21
2144,2395,45861143,7.0,2.0625,63.6875,0.0546875,-0.3203125,0.9765625,1.0,2.0,9.0,64.046875,1.0234375,-0.000183,0.0,7.0_119,21
2145,2396,45958582,7.0,2.3125,63.671875,0.0546875,-0.515625,0.1953125,0.0,2.0,10.0,61.7265625,0.0,-0.000183,0.0,7.0_119,21
2146,2397,46058766,7.0,2.3671875,63.6953125,0.0546875,-0.515625,0.1953125,0.0,3.0,10.0,0.0,0.0,-0.000183,0.0,7.0_119,21
2147,2398,46158645,7.0,2.375,63.7734375,0.0703125,-0.4765625,0.9375,1.0,4.0,11.0,64.125,1.078125,-0.000183,0.0,7.0_119,21
2148,2399,46260794,7.0,2.265625,63.90625,0.0703125,-0.3359375,0.9921875,1.0,4.0,12.0,64.5390625,1.0234375,-0.000183,0.0,7.0_119,21
2149,2400,46458982,7.0,2.2578125,64.1328125,0.078125,-0.2734375,0.9609375,0.0,3.0,13.0,0.0,0.0,-0.000183,0.0,7.0_119,21
2150,2401,46556476,7.0,2.2890625,64.2265625,0.078125,-0.2734375,0.9609375,0.0,3.0,13.0,0.0,0.0,-0.000183,0.0,7.0_119,21
2156,2407,49652471,7.0,4.2265625,43.8203125,0.0,0.0,0.0,0.0,1.0,0.0,44.03125,0.0,-0.0006709999999999999,0.0,7.0_123,5
2157,2408,49858529,7.0,5.0390625,45.9609375,0.1484375,0.0234375,-0.8203125,0.0,1.0,2.0,46.5546875,-0.8203125,-0.000732,0.0,7.0_123,5
2158,2409,51163390,7.0,9.765625,40.34375,0.859375,0.4453125,0.109375,0.0,2.0,8.0,41.828125,0.0,-0.0017690000000000002,0.000122,7.0_123,5
2159,2410,51457477,7.0,9.2265625,40.5625,0.9765625,0.71875,0.1640625,0.0,3.0,10.0,0.0,0.0,-0.0016469999999999998,0.000183,7.0_123,5
2160,2411,53358483,7.0,8.0546875,14.4140625,0.0,0.0,0.703125,0.0,1.0,0.0,16.5234375,0.703125,-0.003721,0.0,7.0_123,5
2161,2412,54353515,7.0,1.765625,43.984375,0.6875,0.0,0.0,0.0,1.0,0.0,44.03125,0.0,-0.000244,0.000122,7.0_124,21
2162,2413,54454524,7.0,1.984375,43.96875,0.6875,0.0,0.0,0.0,1.0,1.0,44.03125,0.0,-0.000244,6.1e-05,7.0_124,21
2163,2414,54553267,7.0,1.7890625,43.984375,0.6875,0.0,0.0,0.0,1.0,2.0,44.03125,0.0,-0.000244,0.000122,7.0_124,21
2164,2415,54652666,7.0,1.6953125,43.9921875,0.6875,0.0078125,0.0,0.0,1.0,3.0,44.03125,0.0,-0.000183,0.000122,7.0_124,21
2165,2416,54757345,7.0,1.7578125,43.984375,0.6875,0.0,0.0,0.0,1.0,4.0,44.03125,0.0,-0.000244,0.000122,7.0_124,21
2166,2417,54860854,7.0,1.734375,43.984375,0.6875,0.0078125,0.0,0.0,2.0,5.0,44.03125,0.0,-0.000244,0.000122,7.0_124,21
2167,2418,54954703,7.0,2.140625,44.484375,0.78125,-0.1328125,0.0,0.0,2.0,6.0,47.203125,0.0,-0.000305,0.000122,7.0_124,21
2168,2419,55059156,7.0,2.4765625,44.8359375,0.8515625,-0.2890625,0.0,0.0,2.0,7.0,47.203125,0.0,-0.000366,0.000122,7.0_124,21
2169,2420,55157135,7.0,2.7578125,45.1015625,0.9140625,-0.4453125,-0.015625,0.0,2.0,8.0,47.203125,0.0,-0.000366,0.000122,7.0_124,21
2170,2421,55254694,7.0,3.8984375,46.1328125,1.1953125,-1.1953125,-0.0625,0.0,2.0,9.0,46.9765625,0.0,-0.000549,0.000183,7.0_124,21
2171,2422,55354483,7.0,4.125,46.328125,1.3046875,-1.296875,-0.09375,0.0,2.0,10.0,46.9765625,0.0,-0.00061,0.000183,7.0_124,21
2172,2423,55462062,7.0,4.2734375,46.3359375,1.3203125,-1.3203125,-0.109375,0.0,2.0,11.0,47.203125,0.0,-0.00061,0.000183,7.0_124,21
2173,2424,55555131,7.0,4.421875,46.34375,1.3359375,-1.34375,-0.1171875,0.0,2.0,12.0,47.203125,0.0,-0.0006709999999999999,0.000183,7.0_124,21
2174,2425,55652870,7.0,4.5546875,46.328125,1.3359375,-1.34375,-0.1171875,0.0,3.0,12.0,0.0,0.0,-0.0006709999999999999,0.000183,7.0_124,21
2175,2426,55756339,7.0,4.6953125,46.3203125,1.3359375,-1.34375,-0.1171875,0.0,3.0,12.0,0.0,0.0,-0.0006709999999999999,0.000183,7.0_124,21
2176,2427,55852628,7.0,4.828125,46.3046875,1.3359375,-1.34375,-0.1171875,0.0,3.0,11.0,0.0,0.0,-0.000732,0.000183,7.0_124,21
2177,2428,55950207,7.0,4.9453125,46.3046875,1.34375,-1.3125,-0.25,0.0,4.0,12.0,47.125,-0.1171875,-0.000732,0.000183,7.0_124,21
2178,2429,56150857,7.0,4.9609375,46.3203125,1.359375,-1.03125,-0.3515625,0.0,2.0,14.0,47.125,-0.2421875,-0.000732,0.000183,7.0_124,21
2179,2430,56254746,7.0,4.890625,46.328125,1.359375,-0.8359375,-0.3828125,0.0,2.0,15.0,47.0390625,-0.3125,-0.000732,0.000183,7.0_124,21
2180,2431,56353514,7.0,4.9765625,46.2890625,1.359375,-0.8359375,-0.3828125,0.0,3.0,15.0,0.0,0.0,-0.000732,0.000183,7.0_124,21
2181,2432,57555017,7.0,9.0546875,30.5859375,0.0,0.0,-48.609375,1.0,1.0,0.0,31.90625,-48.609375,-0.002135,0.0,7.0_124,21
2187,2438,53809,8.0,-3.390625,8.4609375,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2188,2447,954047,8.0,-3.390625,8.453125,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2189,2449,1152566,8.0,-3.3984375,8.453125,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2190,2455,1752266,8.0,-3.4375,8.4375,0.0,0.03125,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2191,2456,1855325,8.0,-3.3828125,8.4609375,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2192,2458,2050597,8.0,-3.390625,8.46875,0.0,0.0,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002867,0.0,8.0_127,103
2193,2459,2153845,8.0,-3.3671875,8.484375,0.0,-0.0234375,-0.0390625,0.0,2.0,255.0,9.28125,-0.0546875,0.002867,0.0,8.0_127,103
2194,2460,2251183,8.0,-3.375,8.4765625,0.0,-0.0078125,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2195,2461,2352370,8.0,-3.3671875,8.4765625,0.0,-0.015625,0.0078125,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2196,2462,2452818,8.0,-3.3828125,8.46875,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2197,2474,3654109,8.0,-3.3984375,8.46875,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2198,2476,3855747,8.0,-3.3984375,8.4609375,0.0,0.0078125,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2199,2478,4052798,8.0,-3.40625,8.4609375,0.0,0.0078125,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2200,2482,4459927,8.0,-3.4140625,8.4609375,0.0,0.0078125,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2201,2490,5254389,8.0,-3.4140625,8.453125,0.0,0.0078125,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002867,0.0,8.0_127,103
2202,2491,5353776,8.0,-3.421875,8.453125,0.0,0.0078125,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2203,2493,5553032,8.0,-3.4375,8.4453125,0.0,0.015625,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2204,2494,5654271,8.0,-3.4453125,8.4453125,0.0,0.0234375,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2205,2496,5852017,8.0,-3.453125,8.4453125,0.0,0.0234375,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2206,2499,6156376,8.0,-3.453125,8.4375,0.0,0.015625,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2207,2502,6454553,8.0,-3.46875,8.4296875,0.0,0.0234375,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2208,2503,6553506,8.0,-3.46875,8.4375,0.0,0.0234375,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2209,2511,7360456,8.0,-3.484375,8.4296875,0.0,0.0234375,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2210,2512,7457174,8.0,-3.4765625,8.4296875,0.0,0.015625,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2211,2519,8158615,8.0,-3.4609375,8.4375,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2212,2529,9158206,8.0,-3.4453125,8.4375,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2213,2545,10755725,8.0,-3.4296875,8.4453125,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2214,2631,19353900,8.0,-3.4609375,8.4296875,0.0,0.0078125,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2215,2638,20057996,8.0,-3.453125,8.4296875,0.0,0.0,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002928,0.0,8.0_127,103
2216,2650,21257120,8.0,-3.4765625,8.4375,0.0,0.015625,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2217,2651,21352228,8.0,-3.4765625,8.4453125,0.0,0.015625,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2218,2657,21957958,8.0,-3.4765625,8.453125,0.0,0.0,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2219,2658,22058583,8.0,-3.484375,8.453125,0.0,0.0078125,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2220,2659,22155082,8.0,-3.4921875,8.453125,0.0,0.015625,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2221,2661,22351019,8.0,-3.5,8.453125,0.0,0.015625,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2222,2664,22656977,8.0,-3.5078125,8.4609375,0.0,0.015625,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002989,0.0,8.0_127,103
2223,2666,22856575,8.0,-3.5078125,8.453125,0.0,0.0078125,0.0,0.0,2.0,255.0,9.1171875,0.0,0.002989,0.0,8.0_127,103
2224,2668,23061301,8.0,-3.5,8.4609375,0.0,0.0,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2225,2669,23158440,8.0,-3.4921875,8.4609375,0.0,0.0,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2226,2670,23253859,8.0,-3.4921875,8.46875,0.0,0.0,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2227,2671,23352847,8.0,-3.4765625,8.46875,0.0,-0.0078125,0.0,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2228,2672,23456676,8.0,-3.46875,8.4765625,0.0,-0.015625,0.0078125,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2229,2675,23752283,8.0,-3.46875,8.484375,0.0,-0.0078125,0.0078125,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
2230,2677,23959741,8.0,-3.4609375,8.484375,0.0,-0.015625,0.0078125,0.0,2.0,255.0,9.1953125,0.0,0.002928,0.0,8.0_127,103
