,Unnamed: 0,app_stamp,Obj_DistLat,Obj_DistLong,Obj_VrelLong,Obj_VrelLat,Obj_ID,Obj_DynProp,Obj_RCS,ideal_DisLat,ideal_DisLong,sub_ID,sub_ID_count
1061,5854,4328960.0,8.400000000000006,214.80000000000007,6.25,0.0,7.0,0.0,2.0,8.400000000000006,218.88868750000006,7_133,5
1063,5860,4764099.0,-15.599999999999996,58.200000000000045,0.0,0.0,7.0,1.0,5.5,10.400000000000006,8.400000000000034,7_135,5
1064,5861,4834107.0,-16.199999999999992,58.399999999999984,0.0,-1.0,7.0,1.0,4.5,-15.599999999999996,58.200000000000045,7_135,5
1065,5865,5124101.0,-15.599999999999996,58.399999999999984,0.0,1.5,7.0,1.0,5.5,-19.099939999999993,58.399999999999984,7_135,5
1066,5866,5194508.0,-15.399999999999974,58.399999999999984,0.0,1.5,7.0,1.0,5.5,-14.543894999999996,58.399999999999984,7_135,5
1067,5868,5339163.0,-4.799999999999983,48.600000000000016,0.0,0.0,7.0,1.0,15.0,-13.230174999999974,58.399999999999984,7_135,5
1069,5876,5919511.0,-10.599999999999994,221.6,7.75,0.0,7.0,0.0,4.0,-13.399999999999974,21.800000000000068,7_137,78
1070,5877,5989590.0,-10.599999999999994,222.40000000000006,7.75,0.0,7.0,0.0,2.5,-10.599999999999994,227.03112249999998,7_137,78
1071,5878,6064467.0,-10.599999999999994,223.20000000000005,8.0,0.0,7.0,0.0,2.5,-10.599999999999994,228.20296750000006,7_137,78
1072,5879,6134486.0,-11.199999999999989,223.40000000000006,8.0,0.0,7.0,0.0,2.5,-10.599999999999994,228.80152000000004,7_137,78
1073,5880,6209503.0,-12.199999999999989,223.80000000000007,8.0,-0.25,7.0,0.0,3.0,-11.199999999999989,229.40136000000007,7_137,78
1074,5881,6279521.0,-11.999999999999973,224.40000000000006,8.0,-0.25,7.0,0.0,3.0,-12.37504499999999,229.40144000000006,7_137,78
1075,5882,6354799.0,-11.999999999999973,225.0,8.0,-0.25,7.0,0.0,3.0,-12.188194999999974,230.42224000000007,7_137,78
1076,5883,6424567.0,-12.199999999999989,225.6,8.25,-0.25,7.0,0.0,4.0,-12.174419999999973,230.58144,7_137,78
1077,5884,6499595.0,-12.399999999999974,226.20000000000005,8.25,-0.5,7.0,0.0,5.5,-12.38756999999999,231.78981,7_137,78
1078,5885,6569717.0,-11.999999999999973,226.80000000000007,8.25,-0.25,7.0,0.0,6.5,-12.750609999999973,231.98506500000005,7_137,78
1079,5886,6644736.0,-12.199999999999989,227.20000000000005,8.25,-0.25,7.0,0.0,6.5,-12.187547499999974,232.98906750000006,7_137,78
1080,5887,6714775.0,-12.199999999999989,227.80000000000007,8.25,-0.25,7.0,0.0,5.0,-12.375097499999988,232.97821750000006,7_137,78
1081,5888,6789794.0,-12.199999999999989,228.40000000000006,8.25,-0.25,7.0,0.0,5.0,-12.38754749999999,233.98906750000006,7_137,78
1082,5889,6859873.0,-12.399999999999974,229.0,8.25,-0.5,7.0,0.0,5.5,-12.375197499999988,234.18151750000007,7_137,78
1083,5890,6934842.0,-12.399999999999974,229.6,8.25,-0.5,7.0,0.0,5.5,-12.774844999999974,235.1849425,7_137,78
1084,5891,7004861.0,-12.399999999999974,230.40000000000006,8.5,-0.5,7.0,0.0,5.0,-12.750094999999973,235.3765675,7_137,78
1085,5892,7079886.0,-12.399999999999974,231.0,8.5,-0.25,7.0,0.0,4.0,-12.775124999999974,236.77712500000007,7_137,78
1086,5893,7149915.0,-12.399999999999974,231.6,8.5,-0.25,7.0,0.0,4.0,-12.575072499999974,236.952465,7_137,78
1087,5894,7224934.0,-12.399999999999974,232.20000000000005,8.5,-0.25,7.0,0.0,4.0,-12.587547499999975,237.97661499999998,7_137,78
1088,5895,7294963.0,-12.599999999999996,232.80000000000007,8.5,-0.25,7.0,0.0,4.0,-12.575072499999974,238.15246500000003,7_137,78
1089,5896,7364992.0,-12.599999999999996,233.40000000000006,8.5,-0.5,7.0,0.0,5.0,-12.775072499999997,238.75246500000006,7_137,78
1090,5897,7440001.0,-12.599999999999996,234.0,8.5,-0.5,7.0,0.0,5.0,-12.975044999999996,239.77576500000006,7_137,78
1091,5898,7510050.0,-12.599999999999996,234.6,8.5,-0.5,7.0,0.0,5.0,-12.950244999999995,239.954165,7_137,78
1092,5899,7585055.0,-12.799999999999983,235.20000000000005,8.5,-0.5,7.0,0.0,5.5,-12.975024999999997,240.975425,7_137,78
1093,5900,7655084.0,-12.799999999999983,235.80000000000007,8.75,-0.5,7.0,0.0,5.5,-13.150144999999982,241.15246500000003,7_137,78
1094,5901,7725103.0,-12.799999999999983,236.40000000000006,8.75,-0.5,7.0,0.0,5.5,-13.150094999999983,241.92666250000008,7_137,78
1095,5902,7800122.0,-12.799999999999983,237.0,8.75,-0.5,7.0,0.0,5.5,-13.175094999999983,242.96416250000007,7_137,78
1096,5903,7870201.0,-12.799999999999983,237.6,8.75,-0.5,7.0,0.0,5.5,-13.150394999999984,243.1319125,7_137,78
1097,5904,7945190.0,-12.999999999999973,238.20000000000005,8.75,-0.5,7.0,0.0,5.5,-13.174944999999983,244.1615375,7_137,78
1098,5905,8015189.0,-12.999999999999973,238.80000000000007,8.75,-0.5,7.0,0.0,5.5,-13.349994999999973,244.32491250000004,7_137,78
1099,5906,8090260.0,-12.999999999999973,239.6,8.75,-0.5,7.0,0.0,5.5,-13.375354999999974,245.36871250000007,7_137,78
1100,5907,8160350.0,-12.999999999999973,240.20000000000005,8.75,-0.5,7.0,0.0,5.5,-13.350449999999974,245.732875,7_137,78
1101,5908,8235279.0,-12.399999999999974,240.80000000000007,8.75,-0.25,7.0,0.0,5.5,-13.374644999999973,246.75628750000004,7_137,78
1102,5909,8305318.0,-12.999999999999973,241.40000000000006,8.75,-0.5,7.0,0.0,5.5,-12.575097499999973,246.92841250000006,7_137,78
1103,5910,8380327.0,-13.199999999999989,241.80000000000007,8.75,-0.5,7.0,0.0,6.0,-13.375044999999973,247.96328750000006,7_137,78
1104,5911,8450386.0,-12.799999999999983,242.6,8.75,-0.25,7.0,0.0,6.5,-13.550294999999988,247.93016250000008,7_137,78
