,app_stamp,Obj_DistLat,Obj_DistLong,Obj_VrelLong,Obj_VrelLat,Obj_ID,Obj_DynProp,Obj_RCS,gt_range,gt_angle,ideal_DisLat,ideal_DisLong,sub_ID,sub_ID_count
898,24165657,-4.599999999999994,47.60000000000002,0.0,0.0,8.0,1.0,13.5,47.82175237274353,-5.519846344865684,-5.3,47.4,8_178,12
899,24455773,-4.799999999999983,47.60000000000002,0.0,-0.25,8.0,1.0,13.5,47.841404661652675,-5.758260164366737,-4.6,47.6,8_178,12
900,24890943,-4.599999999999994,47.80000000000007,0.0,0.0,8.0,1.0,13.0,48.02082881417194,-5.4968925057355476,-5.9,47.6,8_178,12
901,25255965,-4.399999999999977,47.80000000000007,0.0,0.25,8.0,1.0,13.0,48.00208328812413,-5.259267559249186,-4.6,47.8,8_178,12
902,25831187,-4.399999999999977,48.0,0.0,0.25,8.0,1.0,12.5,48.20124479720415,-5.237476066812485,-3.0,47.8,8_178,12
907,30537775,5.800000000000011,31.200000000000045,0.0,0.0,8.0,1.0,10.5,31.73452378719433,10.530927852674841,-15.2,30.4,8_181,14
908,30612784,5.600000000000023,31.200000000000045,0.0,-0.5,8.0,1.0,10.5,31.698580409854365,10.175510843043233,5.8,31.2,8_181,14
909,30682804,5.400000000000006,31.200000000000045,0.0,-0.5,8.0,1.0,10.5,31.663859524701074,9.819300638757895,5.2,31.2,8_181,14
910,31192961,6.000000000000028,31.399999999999977,0.0,0.75,8.0,1.0,9.5,31.968109108922892,10.81783358484107,2.8,31.2,8_181,14
911,31262980,5.600000000000023,31.800000000000068,0.0,0.25,8.0,1.0,9.0,32.28931711882437,9.987421575013565,6.5,31.4,8_181,14
912,31337999,5.400000000000006,32.0,0.0,-0.25,8.0,1.0,9.0,32.45242671973854,9.578422919460754,5.8,31.8,8_181,14
913,31553056,5.200000000000017,32.80000000000007,0.0,-0.25,8.0,1.0,8.0,33.20963715550058,9.008503742025171,4.9,32.0,8_181,14
914,31628077,5.200000000000017,33.0,0.0,-0.25,8.0,1.0,7.5,33.40718485595576,8.954794128851278,5.0,32.8,8_181,14
915,31773145,5.000000000000028,32.60000000000002,0.0,-0.5,8.0,1.0,9.0,32.98120676991674,8.719746506237367,4.8,33.0,8_181,14
916,32063222,4.800000000000011,32.80000000000007,0.0,-0.5,8.0,1.0,8.5,33.14935896816113,8.32565033042684,3.5,32.6,8_181,14
917,32278300,4.600000000000023,32.60000000000002,0.0,-0.75,8.0,1.0,9.5,32.922940330414015,8.031656094483774,3.7,32.8,8_181,14
918,32498367,4.400000000000006,32.60000000000002,0.0,-0.75,8.0,1.0,10.5,32.895592409926316,7.686721681468349,2.9,32.6,8_181,14
919,32933561,4.600000000000023,32.39999999999998,0.0,-0.25,8.0,1.0,12.5,32.72491405641883,8.080581381601121,1.1,32.6,8_181,14
920,33003590,4.400000000000006,32.39999999999998,0.0,-0.5,8.0,1.0,12.5,32.69740050829727,7.7335980990228785,4.4,32.4,8_181,14
928,58091726,-10.799999999999983,32.0,-1.0,0.0,8.0,0.0,8.5,33.7733622844987,-18.64953875405138,11.7,79.9,8_185,18
929,58166736,-10.799999999999983,31.600000000000023,-1.25,0.0,8.0,0.0,5.5,33.3946103435869,-18.86899945506138,-10.8,31.2,8_185,18
930,58236785,-10.599999999999994,30.0,-1.5,0.25,8.0,2.0,5.0,31.817605189580185,-19.46001243528608,-10.8,30.7,8_185,18
931,58311794,-10.799999999999983,30.399999999999977,-1.25,-0.5,8.0,2.0,7.0,32.26143208228671,-19.558251536997428,-10.4,28.9,8_185,18
932,58381823,-11.599999999999994,29.200000000000045,-1.25,-3.0,8.0,3.0,8.5,31.41973901864881,-21.66595872329019,-11.2,29.5,8_185,18
933,58456832,-11.999999999999972,29.200000000000045,-1.25,-3.25,8.0,3.0,7.5,31.569605635801057,-22.34064795999406,-13.9,28.3,8_185,18
934,58526882,-12.799999999999983,29.200000000000045,-1.0,-5.0,8.0,3.0,7.5,31.882283481582718,-23.670538484720392,-14.3,28.3,8_185,18
935,58601846,-13.199999999999989,29.200000000000045,-1.0,-5.5,8.0,3.0,7.5,32.04496840379161,-24.32557523912606,-16.5,28.5,8_185,18
936,58671866,-13.799999999999983,29.200000000000045,-1.0,-5.5,8.0,3.0,8.5,32.29674906240568,-25.2955464003265,-17.1,28.5,8_185,18
937,58746865,-14.199999999999989,29.0,-1.0,-5.5,8.0,3.0,8.5,32.28993651278986,-26.08891992543612,-17.9,28.5,8_185,18
938,58816894,-14.599999999999994,29.0,-1.0,-5.5,8.0,3.0,8.5,32.46783023240081,-26.72289039077987,-18.1,28.3,8_185,18
939,58892263,-14.999999999999972,29.0,-1.0,-5.5,8.0,3.0,8.5,32.649655434629004,-27.349875780069834,-18.7,28.2,8_185,18
940,58961942,-15.399999999999977,28.800000000000068,-1.0,-5.5,8.0,3.0,8.5,32.65884260043523,-28.134405981826887,-18.8,28.3,8_185,18
941,59036971,-15.799999999999983,28.800000000000068,-1.0,-5.5,8.0,3.0,8.5,32.8493531138743,-28.749661966209526,-19.5,28.0,8_185,18
942,59106977,-16.19999999999999,28.800000000000068,-1.0,-5.5,8.0,3.0,8.5,33.04360755123453,-29.3577535427912,-19.7,28.1,8_185,18
943,59181987,-16.599999999999994,28.600000000000023,-1.0,-5.5,8.0,3.0,8.5,33.068413932331275,-30.131718641501763,-20.3,28.0,8_185,18
944,59252016,-16.99999999999997,28.600000000000023,-1.0,-5.5,8.0,3.0,8.5,33.27100840070827,-30.727486615599602,-20.5,27.9,8_185,18
945,59327045,-17.399999999999977,28.600000000000023,-1.0,-5.5,8.0,3.0,8.5,33.4771563905897,-31.315980247752442,-21.1,27.8,8_185,18
975,23445646,4.600000000000023,32.0,-0.75,-0.25,9.0,1.0,8.5,32.32893440866866,8.180229882497562,22.2,32.4,9_192,22
976,23515675,4.600000000000023,31.800000000000068,-1.0,-0.5,9.0,1.0,8.0,32.1309819333304,8.23097510119035,4.4,31.5,9_192,22
977,23590754,4.400000000000006,31.800000000000068,-1.0,-0.5,9.0,1.0,6.0,32.102959365142716,7.877699671866822,4.2,31.0,9_192,22
978,23735803,4.200000000000017,31.600000000000023,-1.0,-0.5,9.0,1.0,5.0,31.877892025665712,7.570888900834311,3.7,30.3,9_192,22
979,23805892,4.000000000000028,31.600000000000023,-1.0,-0.75,9.0,1.0,4.5,31.852158482589555,7.214262039206807,3.8,30.9,9_192,22
980,23880861,4.200000000000017,31.399999999999977,-0.5,-0.5,9.0,1.0,5.5,31.67964646267377,7.618546487568974,3.4,30.9,9_192,22
981,24165917,4.200000000000017,31.200000000000045,-0.75,-0.25,9.0,1.0,6.0,31.481423093627818,7.666804261814198,2.8,30.0,9_192,22
982,24385984,4.200000000000017,31.0,-1.25,-0.5,9.0,1.0,2.5,31.283222340417556,7.715673563548499,3.6,29.5,9_192,22
983,24456033,4.000000000000028,31.0,-1.0,-0.5,9.0,1.0,2.5,31.256999216175572,7.352379359892413,3.8,30.1,9_192,22
984,24531042,4.000000000000028,30.800000000000068,-1.0,-0.5,9.0,1.0,1.0,31.05865418848673,7.399594659887146,3.6,30.2,9_192,22
985,24821184,4.400000000000006,31.200000000000045,0.0,0.0,9.0,1.0,6.0,31.50872894929281,8.027237510431954,2.5,27.9,9_192,22
986,24966212,4.600000000000023,31.399999999999977,0.0,0.25,9.0,1.0,5.5,31.735154009394673,8.334364517357878,4.4,31.2,9_192,22
987,25471292,4.800000000000011,31.800000000000068,0.0,0.25,9.0,1.0,13.0,32.16022387981782,8.58362148011395,5.9,31.4,9_192,22
988,27206973,5.000000000000028,31.800000000000068,0.0,0.25,9.0,1.0,12.5,32.19068188156325,8.935613842581784,9.1,31.8,9_192,22
989,27426869,5.200000000000017,31.800000000000068,0.0,0.25,9.0,1.0,11.0,32.2223524901582,9.286927512497005,5.5,31.8,9_192,22
990,27572056,5.400000000000006,31.800000000000068,0.0,0.5,9.0,1.0,11.5,32.255232133717534,9.637538112930937,5.6,31.8,9_192,22
991,27932162,6.800000000000011,31.800000000000068,0.0,1.5,9.0,1.0,10.5,32.51891757116163,12.070145489387919,7.2,31.8,9_192,22
992,28007181,7.000000000000028,31.800000000000068,0.0,1.5,9.0,1.0,10.5,32.56132675429558,12.414292646085611,7.9,31.8,9_192,22
993,28077188,7.200000000000017,32.0,0.0,1.5,9.0,1.0,10.5,32.800000000000004,12.680383491819848,8.1,31.8,9_192,22
994,28222236,7.400000000000006,32.0,0.0,1.75,9.0,1.0,11.0,32.844482032755515,13.02076730562469,9.4,32.0,9_192,22
995,28297265,7.600000000000023,32.0,0.0,1.75,9.0,1.0,11.5,32.89012009707475,13.360218444764522,8.7,32.0,9_192,22
996,28512322,7.800000000000011,32.0,0.0,1.5,9.0,1.0,11.5,32.93690938749415,13.698717007084477,11.4,32.0,9_192,22
1013,39886024,1.8000000000000114,4.800000000000011,6.75,0.0,9.0,0.0,-1.5,5.1264022471905335,20.55604521958354,11.6,89.2,9_201,13
1014,39961033,1.8000000000000114,5.400000000000034,7.0,0.0,9.0,0.0,-2.5,5.692099788303119,18.43494882292201,1.8,9.9,9_201,13
1015,40031062,1.6000000000000227,5.800000000000011,7.0,-0.75,9.0,0.0,-2.0,6.016643582596546,15.422161318738851,1.8,10.3,9_201,13
1016,40106076,1.4000000000000057,6.400000000000034,7.0,-1.5,9.0,0.0,-2.5,6.551335741663714,12.33908727832618,1.0,11.1,9_201,13
1017,40176096,1.200000000000017,6.800000000000011,7.25,-2.0,9.0,0.0,-1.5,6.9050706006528415,10.007979801441461,0.3,11.3,9_201,13
1018,40251115,1.0000000000000284,7.400000000000034,7.25,-2.0,9.0,0.0,0.0,7.4672618810378255,7.696051722016752,-0.3,12.2,9_201,13
1019,40321164,0.8000000000000114,7.800000000000011,7.25,-2.0,9.0,0.0,-0.5,7.8409183135650755,5.856013585429032,-0.4,12.5,9_201,13
1020,40396273,0.8000000000000114,8.400000000000034,7.25,-2.0,9.0,0.0,1.0,8.43800924389163,5.4403320310055605,-0.7,13.2,9_201,13
1021,40471192,0.6000000000000227,9.0,7.5,-1.75,9.0,0.0,1.5,9.019977827023746,3.814074834290498,-0.7,13.8,9_201,13
1022,40541201,0.6000000000000227,9.400000000000034,7.5,-1.5,9.0,0.0,3.5,9.41912947145333,3.65222278030646,-0.6,14.3,9_201,13
1023,40611389,0.6000000000000227,10.0,7.5,-1.25,9.0,0.0,5.0,10.017983829094556,3.433630362450652,-0.5,14.7,9_201,13
1024,40686308,0.6000000000000227,10.600000000000023,7.5,-1.0,9.0,0.0,4.5,10.616967551989623,3.239700296102245,-0.3,15.6,9_201,13
1025,40756337,0.6000000000000227,11.200000000000045,7.75,-1.25,9.0,0.0,4.5,11.216059914248008,3.0664855011259973,-0.1,15.9,9_201,13
1159,50499496,-5.199999999999989,96.60000000000002,7.5,-0.5,9.0,0.0,23.5,96.7398573494917,-3.0812709633277895,-5.6,101.8,9_323,20
1160,50569508,-5.199999999999989,97.0,7.5,-0.75,9.0,0.0,24.0,97.13928144679679,-3.068589024860645,-5.6,101.9,9_323,20
1161,50644538,-5.199999999999989,97.60000000000002,7.25,-0.5,9.0,0.0,25.0,97.73842642482026,-3.0497604692684246,-5.8,102.6,9_323,20
1162,50719557,-4.999999999999972,98.20000000000005,7.25,-0.25,9.0,0.0,24.0,98.32720884882276,-2.9147832730361087,-5.6,103.0,9_323,20
1163,50789676,-4.999999999999972,98.60000000000002,7.25,-0.25,9.0,0.0,23.5,98.72669345217638,-2.902978861878078,-5.2,103.3,9_323,20
1164,50864595,-5.199999999999989,99.20000000000005,7.0,-0.5,9.0,0.0,22.5,99.33619682673586,-3.0006614134621414,-5.2,104.0,9_323,20
1165,50934804,-5.399999999999977,99.80000000000007,7.0,-0.5,9.0,0.0,24.0,99.94598541212154,-3.0971522847343116,-5.6,104.1,9_323,20
1166,51009653,-5.399999999999977,100.20000000000005,7.0,-0.5,9.0,0.0,24.0,100.34540348217257,-3.084812330497578,-5.8,105.0,9_323,20
1167,51079691,-5.399999999999977,100.60000000000002,6.75,-0.5,9.0,0.0,25.0,100.74482616988331,-3.0725702240503394,-5.8,105.1,9_323,20
1168,51154721,-5.599999999999994,101.20000000000005,6.75,-0.75,9.0,0.0,25.5,101.35482228290873,-3.1672872611519236,-5.8,105.7,9_323,20
